[17:31:36.435780877] Interval 15 -> Attempted: 27, Successful: 0
[17:36:49.019824906] Interval 60 -> Attempted: 1, Successful: 1
[17:36:49.019826119] Interval 150 -> Attempted: 0, Successful: 0
[17:36:49.519629893] Interval 15 -> Attempted: 27, Successful: 0
[17:36:49.519640007] Interval 30 -> Attempted: 4, Successful: 0
[17:36:49.519644371] Interval 60 -> Attempted: 1, Successful: 0
[17:36:49.519644831] Interval 150 -> Attempted: 0, Successful: 0
[17:36:50.019446026] Interval 15 -> Attempted: 27, Successful: 0
[17:36:50.019451811] Interval 30 -> Attempted: 4, Successful: 0
[17:36:50.019890675] Interval 60 -> Attempted: 1, Successful: 1
[17:36:50.019891931] Interval 150 -> Attempted: 0, Successful: 0
[17:36:50.523175285] Interval 15 -> Attempted: 37, Successful: 13
[17:36:50.523183675] Interval 30 -> Attempted: 4, Successful: 0
[17:36:50.523185101] Interval 60 -> Attempted: 1, Successful: 0
[17:36:50.523185487] Interval 150 -> Attempted: 0, Successful: 0
[17:36:51.019305377] Interval 15 -> Attempted: 27, Successful: 0
[17:36:51.019311282] Interval 30 -> Attempted: 4, Successful: 0
[17:36:51.019312616] Interval 60 -> Attempted: 1, Successful: 0
[17:36:51.019313043] Interval 150 -> Attempted: 0, Successful: 0
[17:36:51.519727273] Interval 15 -> Attempted: 27, Successful: 1
[17:36:51.519733070] Interval 30 -> Attempted: 4, Successful: 0
[17:36:51.519734628] Interval 60 -> Attempted: 1, Successful: 0
[17:36:51.519735034] Interval 150 -> Attempted: 0, Successful: 0
[17:36:52.022549200] Interval 15 -> Attempted: 27, Successful: 21
[17:36:52.023483484] Interval 30 -> Attempted: 4, Successful: 3
[17:36:52.023487071] Interval 60 -> Attempted: 1, Successful: 0
[17:36:52.023487573] Interval 150 -> Attempted: 0, Successful: 0
[17:36:52.521751731] Interval 15 -> Attempted: 27, Successful: 16
[17:36:52.521756664] Interval 30 -> Attempted: 4, Successful: 0
[17:36:52.521757738] Interval 60 -> Attempted: 1, Successful: 0
[17:36:52.521758195] Interval 150 -> Attempted: 0, Successful: 0
[17:36:53.019318244] Interval 15 -> Attempted: 27, Successful: 0
[17:36:53.019322071] Interval 30 -> Attempted: 4, Successful: 0
[17:36:53.019322811] Interval 60 -> Attempted: 0, Successful: 0
[17:36:53.019323229] Interval 150 -> Attempted: 0, Successful: 0
[17:36:53.519386956] Interval 15 -> Attempted: 27, Successful: 0
[17:36:53.519391311] Interval 30 -> Attempted: 4, Successful: 0
[17:36:53.519392429] Interval 60 -> Attempted: 0, Successful: 0
[17:36:53.519392875] Interval 150 -> Attempted: 0, Successful: 0
[17:36:54.019611217] Interval 15 -> Attempted: 27, Successful: 0
[17:36:54.019615697] Interval 30 -> Attempted: 4, Successful: 0
[17:36:54.019616778] Interval 60 -> Attempted: 0, Successful: 0
[17:36:54.019617172] Interval 150 -> Attempted: 0, Successful: 0
[17:36:54.519513809] Interval 15 -> Attempted: 27, Successful: 0
[17:36:54.519517909] Interval 30 -> Attempted: 4, Successful: 0
[17:36:54.519518605] Interval 60 -> Attempted: 0, Successful: 0
[17:36:54.519519056] Interval 150 -> Attempted: 0, Successful: 0
[17:36:55.019422723] Interval 15 -> Attempted: 27, Successful: 0
[17:36:55.019427306] Interval 30 -> Attempted: 4, Successful: 0
[17:36:55.019428030] Interval 60 -> Attempted: 0, Successful: 0
[17:36:55.019428440] Interval 150 -> Attempted: 0, Successful: 0
[17:36:55.522592761] Interval 15 -> Attempted: 27, Successful: 0
[17:36:55.522597500] Interval 30 -> Attempted: 4, Successful: 0
[17:36:55.522598130] Interval 60 -> Attempted: 0, Successful: 0
[17:36:55.522598519] Interval 150 -> Attempted: 0, Successful: 0
[17:36:56.019592066] Interval 15 -> Attempted: 27, Successful: 0
[17:36:56.019597825] Interval 30 -> Attempted: 4, Successful: 0
[17:36:56.019598557] Interval 60 -> Attempted: 0, Successful: 0
[17:36:56.019599361] Interval 150 -> Attempted: 0, Successful: 0
[17:36:56.521279673] Interval 15 -> Attempted: 27, Successful: 11
[17:36:56.521287925] Interval 30 -> Attempted: 4, Successful: 0
[17:36:56.521288703] Interval 60 -> Attempted: 0, Successful: 0
[17:36:56.521289363] Interval 150 -> Attempted: 0, Successful: 0
[17:36:57.021926150] Interval 15 -> Attempted: 27, Successful: 2
[17:36:57.021933727] Interval 30 -> Attempted: 4, Successful: 0
[17:36:57.021934560] Interval 60 -> Attempted: 0, Successful: 0
[17:36:57.021934982] Interval 150 -> Attempted: 0, Successful: 0
[17:36:57.519247891] Interval 15 -> Attempted: 27, Successful: 0
[17:36:57.519671659] Interval 30 -> Attempted: 4, Successful: 3
[17:36:57.519673318] Interval 60 -> Attempted: 0, Successful: 0
[17:36:57.519673818] Interval 150 -> Attempted: 0, Successful: 0
[17:36:58.019526722] Interval 15 -> Attempted: 27, Successful: 0
[17:36:58.019930775] Interval 30 -> Attempted: 4, Successful: 3
[17:36:58.019932354] Interval 60 -> Attempted: 0, Successful: 0
[17:36:58.019932918] Interval 150 -> Attempted: 0, Successful: 0
[17:36:58.519409453] Interval 15 -> Attempted: 27, Successful: 0
[17:36:58.519427843] Interval 30 -> Attempted: 4, Successful: 0
[17:36:58.519428624] Interval 60 -> Attempted: 0, Successful: 0
[17:36:58.519429083] Interval 150 -> Attempted: 0, Successful: 0
[17:36:59.019555607] Interval 15 -> Attempted: 27, Successful: 0
[17:36:59.019572083] Interval 30 -> Attempted: 4, Successful: 0
[17:36:59.019572820] Interval 60 -> Attempted: 0, Successful: 0
[17:36:59.019573258] Interval 150 -> Attempted: 0, Successful: 0
[17:36:59.519342954] Interval 15 -> Attempted: 27, Successful: 0
[17:36:59.519361886] Interval 30 -> Attempted: 4, Successful: 0
[17:36:59.519362746] Interval 60 -> Attempted: 0, Successful: 0
[17:36:59.519363140] Interval 150 -> Attempted: 0, Successful: 0
[17:37:00.019335912] Interval 15 -> Attempted: 27, Successful: 0
[17:37:00.019583669] Interval 30 -> Attempted: 4, Successful: 1
[17:37:00.019585006] Interval 60 -> Attempted: 0, Successful: 0
[17:37:00.019585474] Interval 150 -> Attempted: 0, Successful: 0
[17:37:00.519278368] Interval 15 -> Attempted: 27, Successful: 0
[17:37:00.519538766] Interval 30 -> Attempted: 4, Successful: 1
[17:37:00.519540212] Interval 60 -> Attempted: 0, Successful: 0
[17:37:00.519540695] Interval 150 -> Attempted: 0, Successful: 0
[17:37:01.021357446] Interval 15 -> Attempted: 27, Successful: 7
[17:37:01.021364404] Interval 30 -> Attempted: 4, Successful: 0
[17:37:01.021365163] Interval 60 -> Attempted: 0, Successful: 0
[17:37:01.021365647] Interval 150 -> Attempted: 0, Successful: 0
[17:37:01.520045636] Interval 15 -> Attempted: 27, Successful: 6
[17:37:01.520051406] Interval 30 -> Attempted: 4, Successful: 0
[17:37:01.520052168] Interval 60 -> Attempted: 0, Successful: 0
[17:37:01.520052598] Interval 150 -> Attempted: 0, Successful: 0
[17:37:02.022971548] Interval 15 -> Attempted: 27, Successful: 6
[17:37:02.022976139] Interval 30 -> Attempted: 4, Successful: 0
[17:37:02.022976849] Interval 60 -> Attempted: 0, Successful: 0
[17:37:02.022977281] Interval 150 -> Attempted: 0, Successful: 0
[17:37:02.519369664] Interval 15 -> Attempted: 27, Successful: 0
[17:37:02.519372489] Interval 30 -> Attempted: 4, Successful: 0
[17:37:02.519373461] Interval 60 -> Attempted: 0, Successful: 0
[17:37:02.519373904] Interval 150 -> Attempted: 0, Successful: 0
[17:37:03.019550601] Interval 15 -> Attempted: 27, Successful: 0
[17:37:03.019552933] Interval 30 -> Attempted: 4, Successful: 0
[17:37:03.019553646] Interval 60 -> Attempted: 0, Successful: 0
[17:37:03.019554056] Interval 150 -> Attempted: 0, Successful: 0
[17:37:03.519245526] Interval 15 -> Attempted: 27, Successful: 0
[17:37:03.519248071] Interval 30 -> Attempted: 4, Successful: 0
[17:37:03.519248754] Interval 60 -> Attempted: 0, Successful: 0
[17:37:03.519249204] Interval 150 -> Attempted: 0, Successful: 0
[17:37:04.019371734] Interval 15 -> Attempted: 27, Successful: 0
[17:37:04.019384947] Interval 30 -> Attempted: 4, Successful: 0
[17:37:04.019385668] Interval 60 -> Attempted: 0, Successful: 0
[17:37:04.019386096] Interval 150 -> Attempted: 0, Successful: 0
[17:37:04.519406716] Interval 15 -> Attempted: 27, Successful: 0
[17:37:04.519787017] Interval 30 -> Attempted: 4, Successful: 2
[17:37:04.519788671] Interval 60 -> Attempted: 0, Successful: 0
[17:37:04.519789126] Interval 150 -> Attempted: 0, Successful: 0
[17:37:05.019397269] Interval 15 -> Attempted: 27, Successful: 0
[17:37:05.019406286] Interval 30 -> Attempted: 4, Successful: 0
[17:37:05.019407092] Interval 60 -> Attempted: 0, Successful: 0
[17:37:05.019407551] Interval 150 -> Attempted: 0, Successful: 0
[17:37:05.523363923] Interval 15 -> Attempted: 37, Successful: 13
[17:37:05.525766518] Interval 30 -> Attempted: 31, Successful: 7
[17:37:05.525768764] Interval 60 -> Attempted: 0, Successful: 0
[17:37:05.525769461] Interval 150 -> Attempted: 0, Successful: 0
[17:37:06.020326058] Interval 15 -> Attempted: 27, Successful: 0
[17:37:06.020328789] Interval 30 -> Attempted: 4, Successful: 0
[17:37:06.020329415] Interval 60 -> Attempted: 0, Successful: 0
[17:37:06.020329822] Interval 150 -> Attempted: 0, Successful: 0
[17:37:06.519717463] Interval 15 -> Attempted: 27, Successful: 1
[17:37:06.519720133] Interval 30 -> Attempted: 4, Successful: 0
[17:37:06.519720891] Interval 60 -> Attempted: 0, Successful: 0
[17:37:06.519721331] Interval 150 -> Attempted: 0, Successful: 0
[17:37:07.022800131] Interval 15 -> Attempted: 27, Successful: 21
[17:37:07.022803346] Interval 30 -> Attempted: 4, Successful: 0
[17:37:07.022804054] Interval 60 -> Attempted: 0, Successful: 0
[17:37:07.022804768] Interval 150 -> Attempted: 0, Successful: 0
[17:37:07.521849284] Interval 15 -> Attempted: 27, Successful: 16
[17:37:07.521852303] Interval 30 -> Attempted: 4, Successful: 0
[17:37:07.521853022] Interval 60 -> Attempted: 0, Successful: 0
[17:37:07.521853506] Interval 150 -> Attempted: 0, Successful: 0
[17:37:08.019367252] Interval 15 -> Attempted: 27, Successful: 0
[17:37:08.019369797] Interval 30 -> Attempted: 4, Successful: 0
[17:37:08.019370477] Interval 60 -> Attempted: 0, Successful: 0
[17:37:08.019371037] Interval 150 -> Attempted: 0, Successful: 0
[17:37:08.519548046] Interval 15 -> Attempted: 27, Successful: 0
[17:37:08.519550644] Interval 30 -> Attempted: 4, Successful: 0
[17:37:08.519551369] Interval 60 -> Attempted: 0, Successful: 0
[17:37:08.519551847] Interval 150 -> Attempted: 0, Successful: 0
[17:37:09.019550331] Interval 15 -> Attempted: 27, Successful: 0
[17:37:09.019552969] Interval 30 -> Attempted: 4, Successful: 0
[17:37:09.019553667] Interval 60 -> Attempted: 0, Successful: 0
[17:37:09.019554053] Interval 150 -> Attempted: 0, Successful: 0
[17:37:09.520338264] Interval 15 -> Attempted: 27, Successful: 0
[17:37:09.520340562] Interval 30 -> Attempted: 4, Successful: 0
[17:37:09.520341252] Interval 60 -> Attempted: 0, Successful: 0
[17:37:09.520341661] Interval 150 -> Attempted: 0, Successful: 0
[17:37:10.021610380] Interval 15 -> Attempted: 27, Successful: 0
[17:37:10.021612542] Interval 30 -> Attempted: 4, Successful: 0
[17:37:10.021613162] Interval 60 -> Attempted: 0, Successful: 0
[17:37:10.021613566] Interval 150 -> Attempted: 0, Successful: 0
[17:37:10.519389645] Interval 15 -> Attempted: 27, Successful: 0
[17:37:10.519392082] Interval 30 -> Attempted: 4, Successful: 0
[17:37:10.519392777] Interval 60 -> Attempted: 0, Successful: 0
[17:37:10.519393219] Interval 150 -> Attempted: 0, Successful: 0
[17:37:11.019327708] Interval 15 -> Attempted: 27, Successful: 0
[17:37:11.019330681] Interval 30 -> Attempted: 4, Successful: 0
[17:37:11.019331376] Interval 60 -> Attempted: 0, Successful: 0
[17:37:11.019331793] Interval 150 -> Attempted: 0, Successful: 0
[17:37:11.521461134] Interval 15 -> Attempted: 27, Successful: 11
[17:37:11.521463971] Interval 30 -> Attempted: 4, Successful: 0
[17:37:11.521464764] Interval 60 -> Attempted: 0, Successful: 0
[17:37:11.521465227] Interval 150 -> Attempted: 0, Successful: 0
[17:37:12.019890647] Interval 15 -> Attempted: 27, Successful: 2
[17:37:12.019893298] Interval 30 -> Attempted: 4, Successful: 0
[17:37:12.019894062] Interval 60 -> Attempted: 0, Successful: 0
[17:37:12.019894522] Interval 150 -> Attempted: 0, Successful: 0
[17:37:12.519544555] Interval 15 -> Attempted: 27, Successful: 0
[17:37:12.519547184] Interval 30 -> Attempted: 4, Successful: 0
[17:37:12.519547880] Interval 60 -> Attempted: 0, Successful: 0
[17:37:12.519548325] Interval 150 -> Attempted: 0, Successful: 0
[17:37:13.019545829] Interval 15 -> Attempted: 27, Successful: 0
[17:37:13.019548150] Interval 30 -> Attempted: 4, Successful: 0
[17:37:13.019548759] Interval 60 -> Attempted: 0, Successful: 0
[17:37:13.019549157] Interval 150 -> Attempted: 0, Successful: 0
[17:37:13.519452198] Interval 15 -> Attempted: 27, Successful: 0
[17:37:13.519455096] Interval 30 -> Attempted: 4, Successful: 0
[17:37:13.519455810] Interval 60 -> Attempted: 0, Successful: 0
[17:37:13.519456198] Interval 150 -> Attempted: 0, Successful: 0
[17:37:14.019368478] Interval 15 -> Attempted: 27, Successful: 0
[17:37:14.019370861] Interval 30 -> Attempted: 4, Successful: 0
[17:37:14.019371507] Interval 60 -> Attempted: 0, Successful: 0
[17:37:14.019372232] Interval 150 -> Attempted: 0, Successful: 0
[17:37:14.519396878] Interval 15 -> Attempted: 27, Successful: 0
[17:37:14.519399453] Interval 30 -> Attempted: 4, Successful: 0
[17:37:14.519400193] Interval 60 -> Attempted: 0, Successful: 0
[17:37:14.519400620] Interval 150 -> Attempted: 0, Successful: 0
[17:37:15.019430584] Interval 15 -> Attempted: 27, Successful: 0
[17:37:15.019434193] Interval 30 -> Attempted: 4, Successful: 0
[17:37:15.019434880] Interval 60 -> Attempted: 0, Successful: 0
[17:37:15.019435322] Interval 150 -> Attempted: 0, Successful: 0
[17:37:15.519497952] Interval 15 -> Attempted: 27, Successful: 0
[17:37:15.519502309] Interval 30 -> Attempted: 4, Successful: 0
[17:37:15.519503023] Interval 60 -> Attempted: 0, Successful: 0
[17:37:15.519503459] Interval 150 -> Attempted: 0, Successful: 0
[17:37:16.021252345] Interval 15 -> Attempted: 27, Successful: 7
[17:37:16.021256127] Interval 30 -> Attempted: 4, Successful: 0
[17:37:16.021257129] Interval 60 -> Attempted: 0, Successful: 0
[17:37:16.021257541] Interval 150 -> Attempted: 0, Successful: 0
[17:37:16.519958380] Interval 15 -> Attempted: 27, Successful: 6
[17:37:16.519962359] Interval 30 -> Attempted: 4, Successful: 0
[17:37:16.519963126] Interval 60 -> Attempted: 0, Successful: 0
[17:37:16.519963638] Interval 150 -> Attempted: 0, Successful: 0
[17:37:17.022718992] Interval 15 -> Attempted: 27, Successful: 6
[17:37:17.022723046] Interval 30 -> Attempted: 4, Successful: 0
[17:37:17.022723698] Interval 60 -> Attempted: 0, Successful: 0
[17:37:17.022724162] Interval 150 -> Attempted: 0, Successful: 0
[17:37:17.519523700] Interval 15 -> Attempted: 27, Successful: 0
[17:37:17.519526609] Interval 30 -> Attempted: 4, Successful: 0
[17:37:17.519527293] Interval 60 -> Attempted: 0, Successful: 0
[17:37:17.519527730] Interval 150 -> Attempted: 0, Successful: 0
[17:37:18.019320721] Interval 15 -> Attempted: 27, Successful: 0
[17:37:18.019323197] Interval 30 -> Attempted: 4, Successful: 0
[17:37:18.019323877] Interval 60 -> Attempted: 0, Successful: 0
[17:37:18.019324298] Interval 150 -> Attempted: 0, Successful: 0
[17:37:18.532274599] Interval 15 -> Attempted: 27, Successful: 0
[17:37:18.532286886] Interval 30 -> Attempted: 4, Successful: 0
[17:37:18.532287900] Interval 60 -> Attempted: 0, Successful: 0
[17:37:18.532288313] Interval 150 -> Attempted: 0, Successful: 0
[17:37:19.019361658] Interval 15 -> Attempted: 27, Successful: 0
[17:37:19.019365504] Interval 30 -> Attempted: 4, Successful: 0
[17:37:19.019366463] Interval 60 -> Attempted: 0, Successful: 0
[17:37:19.019366858] Interval 150 -> Attempted: 0, Successful: 0
[17:37:19.519552200] Interval 15 -> Attempted: 27, Successful: 0
[17:37:19.519561833] Interval 30 -> Attempted: 4, Successful: 0
[17:37:19.519562578] Interval 60 -> Attempted: 0, Successful: 0
[17:37:19.519563054] Interval 150 -> Attempted: 0, Successful: 0
[17:37:20.019793972] Interval 15 -> Attempted: 27, Successful: 0
[17:37:20.019799803] Interval 30 -> Attempted: 4, Successful: 0
[17:37:20.019800409] Interval 60 -> Attempted: 0, Successful: 0
[17:37:20.019800805] Interval 150 -> Attempted: 0, Successful: 0
[17:37:20.522768454] Interval 15 -> Attempted: 37, Successful: 13
[17:37:20.522776936] Interval 30 -> Attempted: 4, Successful: 0
[17:37:20.522777628] Interval 60 -> Attempted: 0, Successful: 0
[17:37:20.522778087] Interval 150 -> Attempted: 0, Successful: 0
[17:37:21.020684241] Interval 15 -> Attempted: 27, Successful: 0
[17:37:21.020689679] Interval 30 -> Attempted: 4, Successful: 0
[17:37:21.020690407] Interval 60 -> Attempted: 0, Successful: 0
[17:37:21.020690796] Interval 150 -> Attempted: 0, Successful: 0
[17:37:21.519790560] Interval 15 -> Attempted: 27, Successful: 1
[17:37:21.519796258] Interval 30 -> Attempted: 4, Successful: 0
[17:37:21.519796896] Interval 60 -> Attempted: 0, Successful: 0
[17:37:21.519797318] Interval 150 -> Attempted: 0, Successful: 0
[17:37:22.022564075] Interval 15 -> Attempted: 27, Successful: 21
[17:37:22.023463354] Interval 30 -> Attempted: 4, Successful: 3
[17:37:22.023464869] Interval 60 -> Attempted: 0, Successful: 0
[17:37:22.023465398] Interval 150 -> Attempted: 0, Successful: 0
[17:37:22.521759842] Interval 15 -> Attempted: 27, Successful: 16
[17:37:22.521764425] Interval 30 -> Attempted: 4, Successful: 0
[17:37:22.521765168] Interval 60 -> Attempted: 0, Successful: 0
[17:37:22.521765594] Interval 150 -> Attempted: 0, Successful: 0
[17:37:23.022708481] Interval 15 -> Attempted: 27, Successful: 0
[17:37:23.022712724] Interval 30 -> Attempted: 4, Successful: 0
[17:37:23.022713396] Interval 60 -> Attempted: 0, Successful: 0
[17:37:23.022713819] Interval 150 -> Attempted: 0, Successful: 0
[17:37:23.519291818] Interval 15 -> Attempted: 27, Successful: 0
[17:37:23.519296431] Interval 30 -> Attempted: 4, Successful: 0
[17:37:23.519297062] Interval 60 -> Attempted: 0, Successful: 0
[17:37:23.519297492] Interval 150 -> Attempted: 0, Successful: 0
[17:37:24.019567811] Interval 15 -> Attempted: 27, Successful: 0
[17:37:24.019573841] Interval 30 -> Attempted: 4, Successful: 0
[17:37:24.019574837] Interval 60 -> Attempted: 0, Successful: 0
[17:37:24.019575345] Interval 150 -> Attempted: 0, Successful: 0
[17:37:24.519282783] Interval 15 -> Attempted: 27, Successful: 0
[17:37:24.519286809] Interval 30 -> Attempted: 4, Successful: 0
[17:37:24.519287520] Interval 60 -> Attempted: 0, Successful: 0
[17:37:24.519287978] Interval 150 -> Attempted: 0, Successful: 0
[17:37:25.019311868] Interval 15 -> Attempted: 27, Successful: 0
[17:37:25.019316230] Interval 30 -> Attempted: 4, Successful: 0
[17:37:25.019316945] Interval 60 -> Attempted: 0, Successful: 0
[17:37:25.019317335] Interval 150 -> Attempted: 0, Successful: 0
[17:37:25.519294433] Interval 15 -> Attempted: 27, Successful: 0
[17:37:25.519299373] Interval 30 -> Attempted: 4, Successful: 0
[17:37:25.519300007] Interval 60 -> Attempted: 0, Successful: 0
[17:37:25.519300442] Interval 150 -> Attempted: 0, Successful: 0
[17:37:26.019599064] Interval 15 -> Attempted: 27, Successful: 0
[17:37:26.019604881] Interval 30 -> Attempted: 4, Successful: 0
[17:37:26.019605585] Interval 60 -> Attempted: 0, Successful: 0
[17:37:26.019606222] Interval 150 -> Attempted: 0, Successful: 0
[17:37:26.521212781] Interval 15 -> Attempted: 27, Successful: 11
[17:37:26.521221064] Interval 30 -> Attempted: 4, Successful: 0
[17:37:26.521221940] Interval 60 -> Attempted: 0, Successful: 0
[17:37:26.521222644] Interval 150 -> Attempted: 0, Successful: 0
[17:37:27.019676921] Interval 15 -> Attempted: 27, Successful: 2
[17:37:27.019684522] Interval 30 -> Attempted: 4, Successful: 0
[17:37:27.019685289] Interval 60 -> Attempted: 0, Successful: 0
[17:37:27.019685748] Interval 150 -> Attempted: 0, Successful: 0
[17:37:27.520015107] Interval 15 -> Attempted: 27, Successful: 0
[17:37:27.520535331] Interval 30 -> Attempted: 4, Successful: 3
[17:37:27.520537247] Interval 60 -> Attempted: 0, Successful: 0
[17:37:27.520537892] Interval 150 -> Attempted: 0, Successful: 0
[17:37:28.019542139] Interval 15 -> Attempted: 27, Successful: 0
[17:37:28.019917931] Interval 30 -> Attempted: 4, Successful: 3
[17:37:28.019919318] Interval 60 -> Attempted: 0, Successful: 0
[17:37:28.019920021] Interval 150 -> Attempted: 0, Successful: 0
[17:37:28.519237322] Interval 15 -> Attempted: 27, Successful: 0
[17:37:28.519255589] Interval 30 -> Attempted: 4, Successful: 0
[17:37:28.519256761] Interval 60 -> Attempted: 0, Successful: 0
[17:37:28.519257191] Interval 150 -> Attempted: 0, Successful: 0
[17:37:29.019329880] Interval 15 -> Attempted: 27, Successful: 0
[17:37:29.019346650] Interval 30 -> Attempted: 4, Successful: 0
[17:37:29.019347468] Interval 60 -> Attempted: 0, Successful: 0
[17:37:29.019347887] Interval 150 -> Attempted: 0, Successful: 0
[17:37:29.519332394] Interval 15 -> Attempted: 27, Successful: 0
[17:37:29.519353366] Interval 30 -> Attempted: 4, Successful: 0
[17:37:29.519354166] Interval 60 -> Attempted: 0, Successful: 0
[17:37:29.519354591] Interval 150 -> Attempted: 0, Successful: 0
[17:37:30.019523359] Interval 15 -> Attempted: 27, Successful: 0
[17:37:30.019772240] Interval 30 -> Attempted: 4, Successful: 1
[17:37:30.019773563] Interval 60 -> Attempted: 0, Successful: 0
[17:37:30.019774041] Interval 150 -> Attempted: 0, Successful: 0
[17:37:30.519289463] Interval 15 -> Attempted: 27, Successful: 0
[17:37:30.519529140] Interval 30 -> Attempted: 4, Successful: 1
[17:37:30.519530338] Interval 60 -> Attempted: 0, Successful: 0
[17:37:30.519530891] Interval 150 -> Attempted: 0, Successful: 0
[17:37:31.021147013] Interval 15 -> Attempted: 27, Successful: 7
[17:37:31.021153528] Interval 30 -> Attempted: 4, Successful: 0
[17:37:31.021154213] Interval 60 -> Attempted: 0, Successful: 0
[17:37:31.021154654] Interval 150 -> Attempted: 0, Successful: 0
[17:37:31.520001673] Interval 15 -> Attempted: 27, Successful: 6
[17:37:31.520007572] Interval 30 -> Attempted: 4, Successful: 0
[17:37:31.520008376] Interval 60 -> Attempted: 0, Successful: 0
[17:37:31.520008861] Interval 150 -> Attempted: 0, Successful: 0
[17:37:32.020104117] Interval 15 -> Attempted: 27, Successful: 6
[17:37:32.020108346] Interval 30 -> Attempted: 4, Successful: 0
[17:37:32.020109010] Interval 60 -> Attempted: 0, Successful: 0
[17:37:32.020109444] Interval 150 -> Attempted: 0, Successful: 0
[17:37:32.519504548] Interval 15 -> Attempted: 27, Successful: 0
[17:37:32.519507955] Interval 30 -> Attempted: 4, Successful: 0
[17:37:32.519508599] Interval 60 -> Attempted: 0, Successful: 0
[17:37:32.519509080] Interval 150 -> Attempted: 0, Successful: 0
[17:37:33.019385759] Interval 15 -> Attempted: 27, Successful: 0
[17:37:33.019388022] Interval 30 -> Attempted: 4, Successful: 0
[17:37:33.019388654] Interval 60 -> Attempted: 0, Successful: 0
[17:37:33.019389052] Interval 150 -> Attempted: 0, Successful: 0
[17:37:33.519335987] Interval 15 -> Attempted: 27, Successful: 0
[17:37:33.519338310] Interval 30 -> Attempted: 4, Successful: 0
[17:37:33.519339081] Interval 60 -> Attempted: 0, Successful: 0
[17:37:33.519339869] Interval 150 -> Attempted: 0, Successful: 0
[17:37:34.019573195] Interval 15 -> Attempted: 27, Successful: 0
[17:37:34.019585512] Interval 30 -> Attempted: 4, Successful: 0
[17:37:34.019586255] Interval 60 -> Attempted: 0, Successful: 0
[17:37:34.019586678] Interval 150 -> Attempted: 0, Successful: 0
[17:37:34.519502981] Interval 15 -> Attempted: 27, Successful: 0
[17:37:34.519863563] Interval 30 -> Attempted: 4, Successful: 2
[17:37:34.519865052] Interval 60 -> Attempted: 0, Successful: 0
[17:37:34.519865523] Interval 150 -> Attempted: 0, Successful: 0
[17:37:35.019581056] Interval 15 -> Attempted: 27, Successful: 0
[17:37:35.019589886] Interval 30 -> Attempted: 4, Successful: 0
[17:37:35.019590618] Interval 60 -> Attempted: 0, Successful: 0
[17:37:35.019591042] Interval 150 -> Attempted: 0, Successful: 0
[17:37:35.522843909] Interval 15 -> Attempted: 37, Successful: 13
[17:37:35.524735372] Interval 30 -> Attempted: 31, Successful: 7
[17:37:35.524737080] Interval 60 -> Attempted: 0, Successful: 0
[17:37:35.524737702] Interval 150 -> Attempted: 0, Successful: 0
[17:37:36.019538819] Interval 15 -> Attempted: 27, Successful: 0
[17:37:36.019541252] Interval 30 -> Attempted: 4, Successful: 0
[17:37:36.019542394] Interval 60 -> Attempted: 1, Successful: 0
[17:37:36.019542851] Interval 150 -> Attempted: 0, Successful: 0
[17:37:36.519816438] Interval 15 -> Attempted: 27, Successful: 1
[17:37:36.519819392] Interval 30 -> Attempted: 4, Successful: 0
[17:37:36.519820216] Interval 60 -> Attempted: 1, Successful: 0
[17:37:36.519820654] Interval 150 -> Attempted: 0, Successful: 0
[17:37:37.022674842] Interval 15 -> Attempted: 27, Successful: 21
[17:37:37.022678246] Interval 30 -> Attempted: 4, Successful: 0
[17:37:37.022679037] Interval 60 -> Attempted: 1, Successful: 0
[17:37:37.022679438] Interval 150 -> Attempted: 0, Successful: 0
[17:37:37.521825963] Interval 15 -> Attempted: 27, Successful: 16
[17:37:37.521828815] Interval 30 -> Attempted: 4, Successful: 0
[17:37:37.521829800] Interval 60 -> Attempted: 1, Successful: 0
[17:37:37.521830261] Interval 150 -> Attempted: 0, Successful: 0
[17:37:38.019399979] Interval 15 -> Attempted: 27, Successful: 0
[17:37:38.019402221] Interval 30 -> Attempted: 4, Successful: 0
[17:37:38.019404157] Interval 60 -> Attempted: 1, Successful: 0
[17:37:38.019404590] Interval 150 -> Attempted: 0, Successful: 0
[17:37:38.519557186] Interval 15 -> Attempted: 27, Successful: 0
[17:37:38.519559455] Interval 30 -> Attempted: 4, Successful: 0
[17:37:38.519560490] Interval 60 -> Attempted: 1, Successful: 0
[17:37:38.519560946] Interval 150 -> Attempted: 0, Successful: 0
[17:37:39.019399153] Interval 15 -> Attempted: 27, Successful: 0
[17:37:39.019401807] Interval 30 -> Attempted: 4, Successful: 0
[17:37:39.019402721] Interval 60 -> Attempted: 1, Successful: 0
[17:37:39.019403170] Interval 150 -> Attempted: 0, Successful: 0
[17:37:39.519349713] Interval 15 -> Attempted: 27, Successful: 0
[17:37:39.519352338] Interval 30 -> Attempted: 4, Successful: 0
[17:37:39.519353215] Interval 60 -> Attempted: 1, Successful: 0
[17:37:39.519353656] Interval 150 -> Attempted: 0, Successful: 0
[17:37:40.021998719] Interval 15 -> Attempted: 27, Successful: 0
[17:37:40.022001557] Interval 30 -> Attempted: 4, Successful: 0
[17:37:40.022002645] Interval 60 -> Attempted: 1, Successful: 0
[17:37:40.022003277] Interval 150 -> Attempted: 0, Successful: 0
